"","x"
"1889","Melitta americana"
"1890","Melitta haemorrhoidalis"
"1891","Melitta leporina"
"1892","Melitta tricincta"
"1893","Melitturga barbarae"
"1894","Melitturga capensis"
"1895","Melitturga penrithorum"
"1896","Meliturgula braunsi"
"1897","Meliturgula flavida"
"1898","Meliturgula haematospila"
"1899","Meliturgula rozeni"
"1900","Meliturgula scriptifrons"
"1901","Memecylon ovatifolium"
"1902","Mentha arvensis"
"1903","Mentha spicata"
"1904","Mentha suaveolens"
"1905","Mentzelia involucrata"
"1906","Mermiglossa rufa"
"1907","Mertensia virginica"
"1908","Mesocheira bicolor"
"1909","Mesoxaea rufescens"
"1910","Micralictoides altadenae"
"1911","Micralictoides chaenactidis"
"1912","Micralictoides dinoceps"
"1913","Micralictoides grossus"
"1914","Micralictoides mojavensis"
"1915","Micralictoides quadriceps"
"1916","Micralictoides ruficaudus"
"1917","Mikania cordifolia"
"1918","Mimosa quadrivalvis"
"1919","Mimulus alatus"
"1920","Mimulus ringens"
"1921","Minuartia patula"
"1922","Mirabilis nyctaginea"
"1923","Mitchella repens"
"1924","Mitella diphylla"
"1925","Mollugo verticillata"
"1926","Momordica charantia"
"1927","Monarda bradburiana"
"1928","Monarda didyma"
"1929","Monarda fistulosa"
"1930","Monarda punctata"
"1931","Morawitzia mandibularis"
"1932","Morawitzia panurgoides"
"1933","Morella cerifera"
"1934","Mourecotelles mixtus"
"1935","Mourecotelles ruizii"
"1936","Muehlenbeckia axillaris"
"1937","Muntingia calabura"
"1938","Murdannia nudiflora"
"1939","Mydrosoma serratum"
"1940","Myosurus minimus"
"1941","Nabalus asper"
"1942","Nabalus crepidineus"
"1943","Nannotrigona perilampoides"
"1944","Nannotrigona testaceicornis"
"1945","Napaea dioica"
"1946","Nasutapis straussorum"
"1947","Neffapis longilingua"
"1948","Nelumbo lutea"
"1949","Nelumbo nucifera"
"1950","Neobuxbaumia polylopha"
"1951","Neofidelia profuga"
"1952","Neolarra batrae"
"1953","Neolarra californica"
"1954","Neolarra cockerelli"
"1955","Neolarra penicula"
"1956","Neolarra rozeni"
"1957","Neolarra verbesinae"
"1958","Neolarra vigilans"
"1959","Neopasiphae mirabilis"
"1960","Neopasites mojavensis"
"1961","Nepeta cataria"
"1962","Nolina brittoniana"
"1963","Nomada affabilis"
"1964","Nomada albidemaculata"
"1965","Nomada aquilarum"
"1966","Nomada articulata"
"1967","Nomada banksi"
"1968","Nomada basalis"
"1969","Nomada cressonii"
"1970","Nomada crotchii"
"1971","Nomada cuneata"
"1972","Nomada dentariae"
"1973","Nomada denticulata"
"1974","Nomada dreisbachi"
"1975","Nomada erigeronis"
"1976","Nomada fervida"
"1977","Nomada flava"
"1978","Nomada fucata"
"1979","Nomada goodeniana"
"1980","Nomada graenicheri"
"1981","Nomada hydrophylli"
"1982","Nomada integerrima"
"1983","Nomada lepida"
"1984","Nomada luteola"
"1985","Nomada luteoloides"
"1986","Nomada maculata"
"1987","Nomada mutans"
"1988","Nomada obliterata"
"1989","Nomada panzeri"
"1990","Nomada parkeri"
"1991","Nomada parva"
"1992","Nomada perplexa"
"1993","Nomada placida"
"1994","Nomada pygmaea"
"1995","Nomada rhodoxantha"
"1996","Nomada ruficornis"
"1997","Nomada rufipes"
"1998","Nomada salicis"
"1999","Nomada sayi"
"2000","Nomada sphaerogaster"
"2001","Nomada sulphurata"
"2002","Nomada superba"
"2003","Nomada texana"
"2004","Nomada vicina"
"2005","Nomada vincta"
"2006","Nomia chalybeata"
"2007","Nomia epileuca"
"2008","Nomia heteropoda"
"2009","Nomia laevidorsata"
"2010","Nomia maculata"
"2011","Nomia maneei"
"2012","Nomia melanderi"
"2013","Nomia nortoni"
"2014","Nomia scutellaris"
"2015","Nomia tetrazonata"
"2016","Nomioides facilis"
"2017","Nomioides klausi"
"2018","Nomioides maculiventris"
"2019","Nomioides rotundiceps"
"2020","Nomioides turanicus"
"2021","Notanthidium bizonatum"
"2022","Notanthidium steloides"
"2023","Noteriades quinquecostatus"
"2024","Nothocalais cuspidata"
"2025","Nothoscordum bivalve"
"2026","Nuphar advena"
"2027","Nuphar lutea"
"2028","Nuttallanthus floridanus"
"2029","Nymphaea odorata"
"2030","Oclemena reticulata"
"2031","Odontites vernus"
"2032","Odontotrigona haematoptera"
"2033","Oenothera biennis"
"2034","Oenothera clelandii"
"2035","Oenothera elata"
"2036","Oenothera gaura"
"2037","Oenothera macrocarpa"
"2038","Oenothera perennis"
"2039","Oenothera pilosella"
"2040","Oenothera speciosa"
"2041","Oldenlandia longifolia"
"2042","Onosmodium bejariense"
"2043","Ophrys fuciflora"
"2044","Ophrys sphegodes"
"2045","Opuntia humifusa"
"2046","Opuntia stricta"
"2047","Orchis mascula"
"2048","Orchis militaris"
"2049","Oreopasites barbarae"
"2050","Oreopasites euphorbiae"
"2051","Oreopasites favreauae"
"2052","Oreopasites linsleyi"
"2053","Oreopasites powelli"
"2054","Oreopasites vanduzeei"
"2055","Orobanche uniflora"
"2056","Orphana inquirenda"
"2057","Orphana wagenknechti"
"2058","Orthilia secunda"
"2059","Osmia albiventris"
"2060","Osmia albolateralis"
"2061","Osmia alpestris"
"2062","Osmia atriventris"
"2063","Osmia atrocyanea"
"2064","Osmia aurulenta"
"2065","Osmia azteca"
"2066","Osmia bella"
"2067","Osmia bicolor"
"2068","Osmia brevis"
"2069","Osmia bruneri"
"2070","Osmia bucephala"
"2071","Osmia caerulescens"
"2072","Osmia calaminthae"
"2073","Osmia calcarata"
"2074","Osmia calla"
"2075","Osmia cara"
"2076","Osmia cerasi"
"2077","Osmia chalybea"
"2078","Osmia cobaltina"
"2079","Osmia collinsiae"
"2080","Osmia coloradensis"
"2081","Osmia conjuncta"
"2082","Osmia cordata"
"2083","Osmia cornifrons"
"2084","Osmia cornuta"
"2085","Osmia crassa"
"2086","Osmia cyanella"
"2087","Osmia densa"
"2088","Osmia distincta"
"2089","Osmia dolerosa"
"2090","Osmia exigua"
"2091","Osmia felti"
"2092","Osmia gabrielis"
"2093","Osmia gaudiosa"
"2094","Osmia georgica"
"2095","Osmia glauca"
"2096","Osmia granulosa"
"2097","Osmia grinnelli"
"2098","Osmia illinoensis"
"2099","Osmia inermis"
"2100","Osmia inspergens"
"2101","Osmia integra"
"2102","Osmia iridis"
"2103","Osmia jacoti"
"2104","Osmia juxta"
"2105","Osmia kincaidii"
"2106","Osmia laeta"
"2107","Osmia latisulcata"
"2108","Osmia leaiana"
"2109","Osmia lignaria"
"2110","Osmia liogastra"
"2111","Osmia longula"
"2112","Osmia marginata"
"2113","Osmia michiganensis"
"2114","Osmia montana"
"2115","Osmia nemoris"
"2116","Osmia nifoata"
"2117","Osmia nigrifrons"
"2118","Osmia nigrobarbata"
"2119","Osmia parietina"
"2120","Osmia pentstemonis"
"2121","Osmia phenax"
"2122","Osmia proxima"
"2123","Osmia prunorum"
"2124","Osmia pumila"
"2125","Osmia rawlinsi"
"2126","Osmia regulina"
"2127","Osmia ribifloris"
"2128","Osmia rufa"
"2129","Osmia sandhouseae"
"2130","Osmia sanrafaelae"
"2131","Osmia simillima"
"2132","Osmia subaustralis"
"2133","Osmia subfasciata"
"2134","Osmia taurus"
"2135","Osmia unca"
"2136","Osmia uncinata"
"2137","Osmia xanthomelana"
"2138","Osmorhiza longistylis"
"2139","Othinosmia calviniae"
"2140","Othinosmia globicola"
"2141","Othinosmia jansei"
"2142","Othinosmia monilifera"
"2143","Othinosmia namana"
"2144","Othinosmia schultzei"
"2145","Othinosmia securicornis"
"2146","Oxalis corniculata"
"2147","Oxalis dillenii"
"2148","Oxalis montana"
"2149","Oxalis pes-caprae"
"2150","Oxalis violacea"
"2151","Oxypolis rigidior"
"2152","Oxytrigona mellicolor"
"2153","Pachyanthidium ausense"
"2154","Pachyanthidium benguelense"
"2155","Pachyanthidium benguelensis"
"2156","Pachyanthidium bouyssoui"
"2157","Pachyanthidium cordatum"
"2158","Pachymelus bicolor"
"2159","Pachymelus claviger"
"2160","Pachymelus festivus"
"2161","Pachymelus hova"
"2162","Pachymelus limbatus"
"2163","Pachymelus micrephalus"
"2164","Pachymelus ocularis"
"2165","Pachymelus peringueyi"
"2166","Pachymelus radovae"
"2167","Pachymelus unicolor"
"2168","Packera aurea"
"2169","Packera obovata"
"2170","Packera paupercula"
"2171","Packera plattensis"
"2172","Panurginus atriceps"
"2173","Panurginus cressoniellus"
"2174","Panurginus gracilis"
"2175","Panurginus nigrellus"
"2176","Panurgus banksianus"
"2177","Panurgus buteus"
"2178","Panurgus calcaratus"
"2179","Paragapostemon coelestinus"
"2180","Paranomada nitida"
"2181","Paranomada velutina"
"2182","Paranthidium jugatorium"
"2183","Paratetrapedia albilabris"
"2184","Paratetrapedia calcarata"
"2185","Paratetrapedia lugubris"
"2186","Paratetrapedia moesta"
"2187","Parathrinchostoma seyrigi"
"2188","Paratrigona subnuda"
"2189","Parepeolus aterrimus"
"2190","Parepeolus stuardi"
"2191","Pariotrigona pendleburyi"
"2192","Parkinsonia aculeata"
"2193","Parkinsonia florida"
"2194","Parnassia glauca"
"2195","Paronychia americana"
"2196","Paronychia chartacea"
"2197","Paroxystoglossa jocasta"
"2198","Parsonsia heterophylla"
"2199","Parthenium integrifolium"
"2200","Parthenocissus quinquefolia"
"2201","Pasites appletoni"
"2202","Pasites friesei"
"2203","Pasites gabonensis"
"2204","Pasites histrio"
"2205","Pasites nilssoni"
"2206","Pasites rufipes"
"2207","Pasites tegularis"
"2208","Passiflora incarnata"
"2209","Passiflora lutea"
"2210","Pastinaca sativa"
"2211","Pectis linearifolia"
"2212","Pedicularis canadensis"
"2213","Pedicularis lanceolata"
"2214","Penapis moldenkei"
"2215","Penapis penai"
"2216","Penstemon brevisepalus"
"2217","Penstemon cobaea"
"2218","Penstemon digitalis"
"2219","Penstemon grandiflorus"
"2220","Penstemon hirsutus"
"2221","Penstemon tubiflorus"
"2222","Peponapis pruinosa"
"2223","Peponapis smithi"
"2224","Peponapis utahensis"
"2225","Perdita albipennis"
"2226","Perdita albonotata"
"2227","Perdita bequaerti"
"2228","Perdita blatchleyi"
"2229","Perdita boltoniae"
"2230","Perdita californica"
"2231","Perdita calloleuca"
"2232","Perdita calochorti"
"2233","Perdita cephalotes"
"2234","Perdita claypolei"
"2235","Perdita crassula"
"2236","Perdita croceipes"
"2237","Perdita crotonis"
"2238","Perdita depressa"
"2239","Perdita dubia"
"2240","Perdita duplonotata"
"2241","Perdita electa"
"2242","Perdita euzonata"
"2243","Perdita festiva"
"2244","Perdita floridensis"
"2245","Perdita gerhardi"
"2246","Perdita graenicheri"
"2247","Perdita halictoides"
"2248","Perdita heterothecae"
"2249","Perdita holoxantha"
"2250","Perdita idonea"
"2251","Perdita imbellis"
"2252","Perdita inflexa"
"2253","Perdita jucunda"
"2254","Perdita knowltoni"
"2255","Perdita labergei"
"2256","Perdita lepidosparti"
"2257","Perdita lingualis"
"2258","Perdita luteola"
"2259","Perdita martini"
"2260","Perdita mentzeliarum"
"2261","Perdita mesillensis"
"2262","Perdita minima"
"2263","Perdita moabensis"
"2264","Perdita mormonica"
"2265","Perdita morula"
"2266","Perdita mucronata"
"2267","Perdita munda"
"2268","Perdita nasuta"
"2269","Perdita octomaculata"
"2270","Perdita perpallida"
"2271","Perdita perpulchra"
"2272","Perdita phymatae"
"2273","Perdita polygonellae"
"2274","Perdita rhois"
"2275","Perdita robustula"
"2276","Perdita salicis"
"2277","Perdita sexmaculata"
"2278","Perdita similis"
"2279","Perdita subfasciata"
"2280","Perdita tortifoliae"
"2281","Perdita verbesinae"
"2282","Perdita vestita"
"2283","Perdita wilmattae"
"2284","Perdita xanthochroa"
"2285","Perdita xerophila"
"2286","Perdita yosemitensis"
"2287","Perdita zebrata"
"2288","Perditomorpha leucostoma"
"2289","Perditomorpha stilborhina"
"2290","Perideridia americana"
"2291","Peritoma serrulata"
"2292","Persea borbonia"
"2293","Persea humilis"
"2294","Persicaria hydropiper"
"2295","Persicaria maculosa"
"2296","Persicaria punctata"
"2297","Peucephyllum schottii"
"2298","Phacelia californica"
"2299","Phacelia distans"
"2300","Phacelia malvifolia"
"2301","Phacelia purshii"
"2302","Phacelia ranunculacea"
"2303","Pheladenia deformis"
"2304","Phlox divaricata"
"2305","Phlox pilosa"
"2306","Phormium cookianum"
"2307","Phormium tenax"
"2308","Phryma leptostachya"
"2309","Phyla lanceolata"
"2310","Phyla nodiflora"
"2311","Physalis heterophylla"
"2312","Physalis hispida"
"2313","Physalis longifolia"
"2314","Physalis virginiana"
"2315","Physocarpus opulifolius"
"2316","Physostegia virginiana"
"2317","Phytolacca americana"
"2318","Picris echioides"
"2319","Piloblephis rigida"
"2320","Pilosella aurantiaca"
"2321","Piriqueta cistoides"
"2322","Pityopsis graminifolia"
"2323","Planodes virginicum"
"2324","Plantago major"
"2325","Platanthera blephariglottis"
"2326","Platanthera lacera"
"2327","Plebeia emerina"
"2328","Plebeia manantlensis"
"2329","Plebeina hildebrandti"
"2330","Plesianthidium bruneipes"
"2331","Plesianthidium calescens"
"2332","Plesianthidium cariniventre"
"2333","Plesianthidium fulvopilosum"
"2334","Plesianthidium neli"
"2335","Plesianthidium trachusiforme"
"2336","Plesianthidium volkmanni"
"2337","Poa pratensis"
"2338","Podophyllum peltatum"
"2339","Pogonia ophioglossoides"
"2340","Polanisia tenuifolia"
"2341","Polemonium reptans"
"2342","Polygala cymosa"
"2343","Polygala paucifolia"
"2344","Polygala polygama"
"2345","Polygala rugelii"
"2346","Polygala sanguinea"
"2347","Polygaloides paucifolia"
"2348","Polygonatum biflorum"
"2349","Polygonatum pubescens"
"2350","Polygonella basiramia"
"2351","Polygonella gracilis"
"2352","Polygonella myriophylla"
"2353","Polygonella polygama"
"2354","Polygonella robusta"
"2355","Polygonum arenastrum"
"2356","Polygonum ellipticum"
"2357","Polygonum foliosum"
"2358","Polypremum procumbens"
"2359","Polytaenia nuttallii"
"2360","Pontederia cordata"
"2361","Populus deltoides"
"2362","Populus tremuloides"
"2363","Porteranthus stipulatus"
"2364","Portulaca oleracea"
"2365","Potentilla anserina"
"2366","Potentilla arguta"
"2367","Potentilla norvegica"
"2368","Potentilla recta"
"2369","Potentilla simplex"
"2370","Primula meadia"
"2371","Proboscidea louisianica"
"2372","Protandrena bancrofti"
"2373","Protandrena cockerelli"
"2374","Protandrena mexicanorum"
"2375","Protandrena sphaeralceae"
"2376","Protandrena tidestromiae"
"2377","Protandrena verbesinae"
"2378","Protosmia rubifloris"
"2379","Protosmia tauricola"
"2380","Protoxaea gloriosa"
"2381","Prunella vulgaris"
"2382","Prunus americana"
"2383","Prunus ilicifolia"
"2384","Prunus insititia"
"2385","Prunus laurocerasus"
"2386","Prunus persica"
"2387","Prunus serotina"
"2388","Prunus susquehanae"
"2389","Prunus virginiana"
"2390","Psaenythia bizonata"
"2391","Psaenythia rufipes"
"2392","Pseudagapostemon cyaneus"
"2393","Pseudagapostemon pampeanus"
"2394","Pseudagapostemon pissisi"
"2395","Pseudagapostemon singularis"
"2396","Pseudapis albolobata"
"2397","Pseudapis aliceae"
"2398","Pseudapis amoenula"
"2399","Pseudapis armata"
"2400","Pseudapis bispinosa"
"2401","Pseudapis cinerea"
"2402","Pseudapis diversipes"
"2403","Pseudapis duplocincta"
"2404","Pseudapis flavicarpa"
"2405","Pseudapis gabonensis"
"2406","Pseudapis glabriventris"
"2407","Pseudapis innesi"
"2408","Pseudapis interstitinervis"
"2409","Pseudapis patellata"
"2410","Pseudapis unidentata"
"2411","Pseudapis usakoa"
"2412","Pseudaugochlora graminea"
"2413","Pseudoanthidium lanificum"
"2414","Pseudoanthidium nanum"
"2415","Pseudoanthidium tuberculiferum"
"2416","Pseudognaphalium obtusifolium"
"2417","Pseudoheriades moricei"
"2418","Pseudopanax lessonii"
"2419","Pseudopanugus bakeri"
"2420","Pseudopanugus irregularis"
"2421","Pseudopanugus n. sp."
"2422","Pseudopanugus n.sp. (aff. irregularis)"
"2423","Pseudopanugus sp. E1"
"2424","Pseudopanugus sp. E2"
"2425","Pseudopanugus sp. E3"
"2426","Pseudopanugus sp. E4"
"2427","Pseudopanurgus aethiops"
"2428","Pseudopanurgus albitarsis"
"2429","Pseudopanurgus andrenoides"
"2430","Pseudopanurgus labrosus"
"2431","Pseudopanurgus rugosus"
"2432","Pseudopanurgus solidaginis"
"2433","Psiadia terebinthina"
"2434","Psidium cattleianum"
"2435","Psoralea onobrychis"
"2436","Psoralea psoralioides"
"2437","Psoralea tenuiflora"
"2438","Ptelea trifoliata"
"2439","Ptilimnium capillaceum"
"2440","Ptiloglossa arizonensis"
"2441","Ptiloglossa jonesi"
"2442","Ptiloglossa mexicana"
"2443","Ptilothrix bombiformis"
"2444","Ptilothrix sumichrasti"
"2445","Punica granatum"
"2446","Pycnanthemum pilosum"
"2447","Pycnanthemum tenuifolium"
"2448","Pycnanthemum virginianum"
"2449","Pyrostria fasciculata"
"2450","Pyrrhopappus carolinianus"
"2451","Quercus geminata"
"2452","Quercus laurifolia"
"2453","Quercus minima"
"2454","Quercus myrtifolia"
"2455","Quercus nigra"
"2456","Quercus stellata"
"2457","Ranunculus abortivus"
"2458","Ranunculus acris"
"2459","Ranunculus fascicularis"
"2460","Ranunculus hispidus"
"2461","Ranunculus recurvatus"
"2462","Raphanus raphanistrum"
"2463","Raphanus sativus"
"2464","Rediviva albifasciata"
"2465","Rediviva alonsoae"
"2466","Rediviva aurata"
"2467","Rediviva autumnalis"
"2468","Rediviva brunnea"
"2469","Rediviva emdeorum"
"2470","Rediviva gigas"
"2471","Rediviva intermedia"
"2472","Rediviva intermixta"
"2473","Rediviva longimanus"
"2474","Rediviva macgregori"
"2475","Rediviva micheneri"
"2476","Rediviva neliana"
"2477","Rediviva nitida"
"2478","Rediviva pallidula"
"2479","Rediviva parva"
"2480","Rediviva peringueyi"
"2481","Rediviva rhodosoma"
"2482","Rediviva ruficornis"
"2483","Rediviva rufipes"
"2484","Rediviva rufocincta"
"2485","Rediviva saetigera"
"2486","Redivivoides simulans"
"2487","Rhamnus californica"
"2488","Rhamnus lanceolata"
"2489","Rhexia mariana"
"2490","Rhexia virginica"
"2491","Rhodanthidium caturigense"
"2492","Rhodanthidium septemdentatum"
"2493","Rhodanthidium sticticum"
"2494","Rhododendron lapponicum"
"2495","Rhophitulus evansi"
"2496","Rhus aromatica"
"2497","Rhus copallinum"
"2498","Rhus glabra"
"2499","Rhus typhina"
"2500","Ribes americanum"
"2501","Ribes cynosbati"
"2502","Ribes hirtellum"
"2503","Ribes missouriense"
"2504","Ribes sanguineum"
"2505","Richardia scabra"
"2506","Robinia pseudoacacia"
"2507","Rophites algirus"
"2508","Rophites quinquespinosus"
"2509","Rorippa palustris"
"2510","Rosa blanda"
"2511","Rosa bracteata"
"2512","Rosa californica"
"2513","Rosa carolina"
"2514","Rosa rugosa"
"2515","Rosa setigera"
"2516","Rosmarinus officinalis"
"2517","Rubus allegheniensis"
"2518","Rubus armeniacus"
"2519","Rubus discolor"
"2520","Rubus flagellaris"
"2521","Rubus idaeus"
"2522","Rubus occidentalis"
"2523","Rubus trivialis"
"2524","Rubus ulmifolius"
"2525","Rubus ursinus"
"2526","Rudbeckia hirta"
"2527","Rudbeckia laciniata"
"2528","Rudbeckia subtomentosa"
"2529","Rudbeckia triloba"
"2530","Ruellia humilis"
"2531","Ruellia strepens"
"2532","Ruizantheda divaricata"
"2533","Ruizantheda mutabilis"
"2534","Ruizantheda proxima"
"2535","Ruta chalepensis"
"2536","Sabal etonia"
"2537","Sabatia angularis"
"2538","Sabatia grandiflora"
"2539","Sagittaria latifolia"
"2540","Salix ambigua"
"2541","Salix amygdaloides"
"2542","Salix arctica"
"2543","Salix bebbiana"
"2544","Salix caroliniana"
"2545","Salix discolor"
"2546","Salix eriocephala"
"2547","Salix fragilis"
"2548","Salix humilis"
"2549","Salix pentandra"
"2550","Salix rubra"
"2551","Salix sericea"
"2552","Salvia azurea"
"2553","Salvia glutinosa"
"2554","Samba atra"
"2555","Samba fasciata"
"2556","Samba griseonigra"
"2557","Samba ogilviei"
"2558","Sambucus nigra"
"2559","Sambucus racemosa"
"2560","Sanguinaria canadensis"
"2561","Sanicula canadensis"
"2562","Sanicula marilandica"
"2563","Sarracenia purpurea"
"2564","Sassafras albidum"
"2565","Scaptotrigona bipunctata"
"2566","Scaptotrigona hellwegeri"
"2567","Schwarziana quadripunctata"
"2568","Scoparia dulcis"
"2569","Scrapter albifumus"
"2570","Scrapter albitarsis"
"2571","Scrapter algoensis"
"2572","Scrapter amplispinatus"
"2573","Scrapter amplitarsus"
"2574","Scrapter armatipes"
"2575","Scrapter bicolor"
"2576","Scrapter caesariatus"
"2577","Scrapter capensis"
"2578","Scrapter carysomus"
"2579","Scrapter catoxys"
"2580","Scrapter chloris"
"2581","Scrapter chrysomastes"
"2582","Scrapter eremanthedon"
"2583","Scrapter erubescens"
"2584","Scrapter flavostictus"
"2585","Scrapter heterodoxus"
"2586","Scrapter leonis"
"2587","Scrapter luridus"
"2588","Scrapter niger"
"2589","Scrapter nitidus"
"2590","Scrapter opacus"
"2591","Scrapter oxyaspis"
"2592","Scrapter pyretus"
"2593","Scrapter ruficornis"
"2594","Scrapter sittybon"
"2595","Scrapter tomentum"
"2596","Scrapter viciniger"
"2597","Scrapter whiteheadi"
"2598","Scrophularia californica"
"2599","Scrophularia marilandica"
"2600","Scutellaria incana"
"2601","Scutellaria lateriflora"
"2602","Scutellaria ovata"
"2603","Scutellaria parvula"
"2604","Sedum acre"
"2605","Sedum pulchellum"
"2606","Sedum ternatum"
"2607","Seladonia centrosa"
"2608","Seladonia hotoni"
"2609","Seladonia jucundus"
"2610","Seladonia lucidipennis"
"2611","Seladonia opulenta"
"2612","Seladonia togoensis"
"2613","Senegalia occidentalis"
"2614","Senna marilandica"
"2615","Serapista denticulata"
"2616","Serapista rufipes"
"2617","Serenoa repens"
"2618","Seymeria pectinata"
"2619","Sicyos angulatus"
"2620","Sida acuta"
"2621","Sida cordifolia"
"2622","Sida spinosa"
"2623","Silene acaulis"
"2624","Silene nivea"
"2625","Silene stellata"
"2626","Silphium integrifolium"
"2627","Silphium laciniatum"
"2628","Silphium perfoliatum"
"2629","Silybum marianum"
"2630","Sisyrinchium campestre"
"2631","Sisyrinchium nashii"
"2632","Sium suave"
"2633","Smilax anceps"
"2634","Smilax auriculata"
"2635","Smilax ecirrhata"
"2636","Smilax herbacea"
"2637","Smilax rotundifolia"
"2638","Smilax tamnoides"
"2639","Solanum americanum"
"2640","Solanum carolinense"
"2641","Solanum dulcamara"
"2642","Solanum ptychanthum"
"2643","Solanum rostratum"
"2644","Solidago canadensis"
"2645","Solidago fistulosa"
"2646","Solidago gigantea"
"2647","Solidago juncea"
"2648","Solidago missouriensis"
"2649","Solidago nemoralis"
"2650","Solidago rigida"
"2651","Solidago simplex"
"2652","Solidago speciosa"
"2653","Solidago ulmifolia"
"2654","Solidago velutina"
"2655","Sonchus tenerrimus"
"2656","Spathodea campanulata"
"2657","Spermacoce prostrata"
"2658","Sphaeralcea laxa"
"2659","Sphagneticola trilobata"
"2660","Sphecodes albilabris"
"2661","Sphecodes antennariae"
"2662","Sphecodes atlantis"
"2663","Sphecodes autumnalis"
"2664","Sphecodes banksii"
"2665","Sphecodes brachycephalus"
"2666","Sphecodes clematidis"
"2667","Sphecodes confertus"
"2668","Sphecodes cressonii"
"2669","Sphecodes davisii"
"2670","Sphecodes dichrous"
"2671","Sphecodes ephippius"
"2672","Sphecodes galerus"
"2673","Sphecodes geoffrellus"
"2674","Sphecodes heraclei"
"2675","Sphecodes illinoensis"
"2676","Sphecodes kincaidii"
"2677","Sphecodes marginatus"
"2678","Sphecodes minor"
"2679","Sphecodes pellucidus"
"2680","Sphecodes pimpinellae"
"2681","Sphecodes prosphorus"
"2682","Sphecodes pycnanthemi"
"2683","Sphecodes ranunculi"
"2684","Sphecodes rubicundus"
"2685","Sphecodes smilacinae"
"2686","Sphecodes sophiae"
"2687","Sphecodes stygius"
"2688","Sphecodopsis capensis"
"2689","Sphecodopsis capicola"
"2690","Sphecodopsis fumipennis"
"2691","Sphecodopsis minutissima"
"2692","Sphecodopsis semirufa"
"2693","Sphecodopsis vespericena"
"2694","Sphecodosoma dicksoni"
"2695","Sphegocephala angavokeliensis"
"2696","Sphegocephala castaneiceps"
"2697","Sphegocephala hieracii"
"2698","Sphegocephala philanthoides"
"2699","Sphegocephala umbrina"
"2700","Spiraea alba"
"2701","Spiranthes casei"
"2702","Spiranthes cernua"
"2703","Spiranthes lucida"
"2704","Spiranthes ochroleuca"
"2705","Spiranthes ovalis"
"2706","Spiranthes romanzoffiana"
"2707","Spiranthes spiralis"
"2708","Spiranthes vernalis"
"2709","Stachys aspera"
"2710","Stachys palustris"
"2711","Stachys sylvatica"
"2712","Stachytarpheta jamaicensis"
"2713","Staphylea trifolia"
"2714","Steganomus junodi"
"2715","Stegnosperma watsonii"
"2716","Stelis anasazi"
"2717","Stelis carnifex"
"2718","Stelis diversicolor"
"2719","Stelis foederalis"
"2720","Stelis imperialis"
"2721","Stelis interrupta"
"2722","Stelis labiata"
"2723","Stelis lamelliterga"
"2724","Stelis lateralis"
"2725","Stelis louisae"
"2726","Stelis occidentalis"
"2727","Stelis paiute"
"2728","Stelis palmarum"
"2729","Stelis pavonina"
"2730","Stelis permaculata"
"2731","Stelis punctulatissima"
"2732","Stelis robertsoni"
"2733","Stelis sexmaculata"
"2734","Stelis signata"
"2735","Stelis subemarginata"
"2736","Stellaria longifolia"
"2737","Stellaria media"
"2738","Stellaria pubera"
"2739","Stenanthium gramineum"
"2740","Stenaria nigricans"
"2741","Stenotritus pubescens"
"2742","Stillingia lineata"
"2743","Stipulicida setacea"
"2744","Strophostyles helvula"
"2745","Strophostyles leiosperma"
"2746","Stylisma pickeringii"
"2747","Stylisma villosa"
"2748","Stylosanthes biflora"
"2749","Succisa pratensis"
"2750","Svastra aegis"
"2751","Svastra atripes"
"2752","Svastra cressonii"
"2753","Svastra duplocincta"
"2754","Svastra helianthelli"
"2755","Svastra obliqua"
"2756","Svastra petulca"
"2757","Svastra sabinensis"
"2758","Svastra sila"
"2759","Svastrides bauni"
"2760","Svastrides melanura"
"2761","Svastrides zebra"
"2762","Symphoricarpos albus"
"2763","Symphoricarpos mollis"
"2764","Symphoricarpos orbiculatus"
"2765","Symphyotrichum chilense"
"2766","Symphyotrichum drummondii"
"2767","Symphyotrichum dumosum"
"2768","Symphyotrichum ericoides"
"2769","Symphyotrichum laeve"
"2770","Symphyotrichum lateriflorum"
"2771","Symphyotrichum novae-angliae"
"2772","Symphyotrichum ontarionis"
"2773","Symphyotrichum oolentangiense"
"2774","Symphyotrichum pilosum"
"2775","Symphyotrichum prenanthoides"
"2776","Symphyotrichum puniceum"
"2777","Symphyotrichum sericeum"
"2778","Symphyotrichum turbinellum"
"2779","Symphytum officinale"
"2780","Syngonanthus flavidulus"
"2781","Synsepalum brevipes"
"2782","Synthyris bullii"
"2783","Syntrichalonia exquisita"
"2784","Systropha glabriventris"
"2785","Systropha planidens"
"2786","Systropha ugandensis"
"2787","Taenidia integerrima"
"2788","Tamarix parviflora"
"2789","Tanacetum vulgare"
"2790","Taraxacum officinale"
"2791","Taraxacum tenejapense"
"2792","Tephroseris praticola"
"2793","Tephrosia chrysophylla"
"2794","Tephrosia virginiana"
"2795","Teratognatha modesta"
"2796","Tetragona clavipes"
"2797","Tetragonilla collina"
"2798","Tetragonilla rufibasalis"
"2799","Tetragonisca angustula"
"2800","Tetragonula carbonaria"
"2801","Tetragonula fuscobalteata"
"2802","Tetragonula laeviceps"
"2803","Tetragonula melanocephala"
"2804","Tetralonia okinawae"
"2805","Tetraloniella albata"
"2806","Tetraloniella davidsoni"
