"","sp.names"
"1898","Euphorbia glanduligera"
"1899","Euphorbia heterophylla"
"1900","Euphorbia hirta"
"1901","Euphorbia hyssopifolia"
"1902","Euphorbia mauritanica"
"1903","Euphorbia milii"
"1904","Euphorbia nutans"
"1905","Euphorbia oblongata"
"1906","Euphorbia parryi"
"1907","Euphorbia polycarpa"
"1908","Euphorbia pulcherrima"
"1909","Euphorbia serpyllifolia"
"1910","Euphorbia terracina"
"1911","Euphorbia tithymaloides"
"1912","Eurybia furcata"
"1913","Eurybia macrophylla"
"1914","Eurybia sibirica"
"1915","Euryglossina hypochroma"
"1916","Euryglossina lynettae"
"1917","Euryops pectinatus"
"1918","Eustoma exaltatum"
"1919","Euthamia caroliniana ex"
"1920","Euthamia graminifolia"
"1921","Euthamia occidentalis"
"1922","Eutrochium dubium"
"1923","Eutrochium fistulosum"
"1924","Eutrochium maculatum"
"1925","Eutrochium purpureum"
"1926","Exacum divaricatum"
"1927","Exodeconus prostratus"
"1928","Eysenhardtia polystachya"
"1929","Eysenhardtia spinosa"
"1930","Eysenhardtia texana"
"1931","Fagopyrum esculentum"
"1932","Fagus grandifolia"
"1933","Fallopia baldschuanica"
"1934","Fallopia convolvulus"
"1935","Fallopia japonica"
"1936","Fallopia scandens"
"1937","Fallugia paradoxa"
"1938","Farfugium japonicum"
"1939","Fatsia japonica"
"1940","Faujasiopsis flexuosa"
"1941","Ferocactus cylindraceus"
"1942","Ferocactus histrix"
"1943","Ferocactus wislizeni"
"1944","Ferula communis"
"1945","Ficalhoa laurifolia"
"1946","Ficaria verna"
"1947","Ficus pumila"
"1948","Ficus sur"
"1949","Ficus sycomorus"
"1950","Ficus umbellata"
"1951","Filipendula rubra"
"1952","Filipendula ulmaria"
"1953","Firmiana simplex"
"1954","Flagellaria indica"
"1955","Flaveria chlorifolia"
"1956","Flaveria linearis"
"1957","Floscopa africana"
"1958","Floscopa glomerata"
"1959","Flueggea leucopyrus"
"1960","Foeniculum vulgare"
"1961","Forestiera pubescens"
"1962","Fothergilla gardenii"
"1963","Fragaria chiloensis"
"1964","Fragaria vesca"
"1965","Fragaria virginiana"
"1966","Frangula californica"
"1967","Frankenia salina"
"1968","Frasera carolinensis"
"1969","Frasera caroliniensis"
"1970","Frasera speciosa"
"1971","Fremontodendron californicum"
"1972","Fritillaria affinis"
"1973","Fritillaria atropurpurea"
"1974","Fritillaria graeca"
"1975","Fritillaria recurva"
"1976","Fuchsia hybrida"
"1977","Fuchsia magellanica"
"1978","Fuchsia microphylla"
"1979","Fuchsia paniculata"
"1980","Fumaria capreolata"
"1981","Funastrum cynanchoides"
"1982","Funastrum utahense"
"1983","Gaillardia aristata"
"1984","Gaillardia grandiflora"
"1985","Gaillardia pinnatifida"
"1986","Gaillardia pulchella"
"1987","Gaillardia suavis"
"1988","Galactia dubia"
"1989","Galactia elliottii"
"1990","Galactia striata"
"1991","Galactites tomentosa"
"1992","Galactites tomentosus"
"1993","Galatella linosyris"
"1994","Galearis rotundifolia"
"1995","Galearis spectabilis"
"1996","Galega officinalis"
"1997","Galenia africana"
"1998","Galenia papulosa"
"1999","Galenia sarcophylla"
"2000","Galianthe angustifolia"
"2001","Galianthe brasiliensis"
"2002","Galinsoga parviflora"
"2003","Galium aparine"
"2004","Galium boreale"
"2005","Galium californicum"
"2006","Galium mollugo"
"2007","Galium saxatile"
"2008","Galium trifidum"
"2009","Galium verum"
"2010","Galphimia glauca"
"2011","Gambelia speciosa"
"2012","Garberia heterophylla"
"2013","Gaultheria procumbens"
"2014","Gaultheria shallon"
"2015","Gavilea odoratissima"
"2016","Gaylussacia baccata"
"2017","Gaylussacia dumosa"
"2018","Gaylussacia frondosa"
"2019","Gazania rigens"
"2020","Geissorhiza aspera"
"2021","Gelasine elongata"
"2022","Gelsemium rankinii"
"2023","Gelsemium sempervirens"
"2024","Geniostoma rupestre"
"2025","Genista anglica"
"2026","Genista monspessulana"
"2027","Genista pilosa"
"2028","Gentiana affinis"
"2029","Gentiana andrewsii"
"2030","Gentiana clausa"
"2031","Gentiana newberryi"
"2032","Gentiana parryi"
"2033","Gentianella quinquefolia"
"2034","Gentianopsis crinita"
"2035","Geoffroea decorticans"
"2036","Geoffroea spinosa"
"2037","Geraea canescens"
"2038","Geranium caespitosum"
"2039","Geranium carolinianum"
"2040","Geranium dalmaticum × macrorrhizum"
"2041","Geranium dissectum"
"2042","Geranium incanum"
"2043","Geranium macrorrhizum"
"2044","Geranium maculatum"
"2045","Geranium nepalense"
"2046","Geranium richardsonii"
"2047","Geranium robertianum"
"2048","Geranium rotundifolium"
"2049","Geranium sanguineum"
"2050","Geranium versicolor"
"2051","Geum aleppicum"
"2052","Geum canadense"
"2053","Geum japonicum"
"2054","Geum macrophyllum"
"2055","Geum peckii"
"2056","Geum rivale"
"2057","Geum triflorum"
"2058","Geum urbanum"
"2059","Geum vernum"
"2060","Gilia achilleifolia"
"2061","Gilia capitata"
"2062","Gilia flavocincta"
"2063","Gilia inconspicua"
"2064","Gilia tenuiflora"
"2065","Gilia tricolor"
"2066","Gillenia stipulata"
"2067","Gladiolus illyricus"
"2068","Glandularia bipinnatifida"
"2069","Glandularia canadensis"
"2070","Glandularia dissecta"
"2071","Glandularia lilacina"
"2072","Glandularia peruviana"
"2073","Glaucium flavum"
"2074","Glebionis coronaria"
"2075","Glechoma hederacea"
"2076","Gleditsia aquatica"
"2077","Gleditsia triacanthos"
"2078","Globularia alypum"
"2079","Glottidium vesicarium"
"2080","Glyphaea brevis"
"2081","Gnaphalium palustre"
"2082","Gnaphalium polycephalum"
"2083","Gomphocarpus physocarpus"
"2084","Gomphrena globosa"
"2085","Gonocrypta grevei"
"2086","Gonzalagunia hirsuta"
"2087","Goodyera oblongifolia"
"2088","Goodyera pubescens"
"2089","Goodyera repens"
"2090","Gossypium barbadense"
"2091","Gossypium herbaceum"
"2092","Gossypium thurberi"
"2093","Grangeria borbonica"
"2094","Gratiola virginiana"
"2095","Gravesia vestita"
"2096","Grazielia gaudichaudeana"
"2097","Grewia flava"
"2098","Grewia occidentalis"
"2099","Grielum grandiflorum"
"2100","Grielum humifusum"
"2101","Grielum sinuatum"
"2102","Grindelia camporum"
"2103","Grindelia chiloensis"
"2104","Grindelia hirsutula"
"2105","Grindelia integrifolia"
"2106","Grindelia scabra"
"2107","Grindelia squarrosa"
"2108","Grindelia stricta"
"2109","Grusonia bradtiana"
"2110","Guiera senegalensis"
"2111","Guizotia scabra"
"2112","Gutierrezia californica"
"2113","Gutierrezia microcephala"
"2114","Gutierrezia sarothrae"
"2115","Gymnocalycium reductum"
"2116","Gymnocladus dioica"
"2117","Gypsophila paniculata"
"2118","Gyptis lanigera"
"2119","Habranthus gracilifolius"
"2120","Hackelia floribunda"
"2121","Hackelia patens"
"2122","Hackelia virginiana"
"2123","Haematoxylum brasiletto"
"2124","Halesia carolina"
"2125","Halictus confusus"
"2126","Halictus ligatus"
"2127","Halictus parallelus"
"2128","Halictus poeyi"
"2129","Halictus tripartitus"
"2130","Hamamelis virginiana"
"2131","Hamelia patens"
"2132","Haplopappus schumannii"
"2133","Hardenbergia violacea"
"2134","Haronga madagascariensis"
"2135","Harpagophytum procumbens"
"2136","Havardia pallens"
"2137","Hebe salicifolia"
"2138","Hedeoma hyssopifolium"
"2139","Hedeoma pulcherrima"
"2140","Hedeoma pulegioides"
"2141","Hedera helix"
"2142","Hedychium gardnerianum"
"2143","Hedyotis pruinosa"
"2144","Heeria insignis"
"2145","Heeria paniculosa"
"2146","Heinsia crinita"
"2147","Helenium amarum"
"2148","Helenium autumnale"
"2149","Helenium bigelovii"
"2150","Helenium flexuosum"
"2151","Helenium pinnatifidum"
"2152","Helenium puberulum"
"2153","Helianthella quinquenervis"
"2154","Helianthemum canadense"
"2155","Helianthemum corymbosum"
"2156","Helianthus ×laetiflorus"
"2157","Helianthus angustifolius"
"2158","Helianthus annuus"
"2159","Helianthus anomalus"
"2160","Helianthus californicus"
"2161","Helianthus ciliaris"
"2162","Helianthus debilis"
"2163","Helianthus decapetalus"
"2164","Helianthus divaricatus"
"2165","Helianthus floridanus"
"2166","Helianthus giganteus"
"2167","Helianthus gracilentus"
"2168","Helianthus grosseserratus"
"2169","Helianthus hirsutus"
"2170","Helianthus maximiliani"
"2171","Helianthus maximilliani"
"2172","Helianthus microcephalus"
"2173","Helianthus mollis"
"2174","Helianthus occidentalis"
"2175","Helianthus pauciflorus"
"2176","Helianthus petiolaris"
"2177","Helianthus strumosus"
"2178","Helianthus tuberosus"
"2179","Helichrysum stoechas"
"2180","Heliomeris longifolius"
"2181","Heliomeris multiflora"
"2182","Heliopsis helianthoides"
"2183","Heliotropium angiospermum"
"2184","Heliotropium anomalum"
"2185","Heliotropium arboreum"
"2186","Heliotropium curassavicum"
"2187","Heliotropium europaeum"
"2188","Helleborus heyderi"
"2189","Helleborus niger"
"2190","Helminthotheca echioides"
"2191","Hemerocallis fulva"
"2192","Hemerocallis lilioasphodelus"
"2193","Hemimeris centrodes"
"2194","Hemimeris gracilis"
"2195","Hemimeris racemosa"
"2196","Hemimeris sabulosa"
"2197","Hemizonia congesta"
"2198","Hemizonia pungens"
"2199","Hepatica nobilis"
"2200","Heracleum lanatum"
"2201","Heracleum mantegazzianum"
"2202","Heracleum maximum"
"2203","Heracleum sphondylium"
"2204","Herbertia lahue"
"2205","Heriades leavitti"
"2206","Heriades occidentalis"
"2207","Hermbstaedtia linearis"
"2208","Hermbstaedtia odorata"
"2209","Herrickia glauca"
"2210","Hesperis matronalis"
"2211","Hesperomecon linearis"
"2212","Heteromeles arbutifolia"
"2213","Heteromorpha trifoliata"
"2214","Heteropogon contortus"
"2215","Heterotheca grandiflora"
"2216","Heterotheca rutteri"
"2217","Heterotheca sessiliflora"
"2218","Heterotheca subaxillaris"
"2219","Heterotheca villosa"
"2220","Heterotis decumbens"
"2221","Heuchera americana"
"2222","Heuchera maxima"
"2223","Heuchera micrantha"
"2224","Heuchera richardsonii"
"2225","Hibiscus cannabinus"
"2226","Hibiscus laevis"
"2227","Hibiscus lasiocarpus"
"2228","Hibiscus moscheutos"
"2229","Hibiscus mutabilis"
"2230","Hibiscus sabdariffa"
"2231","Hibiscus syriacus"
"2232","Hibiscus trionum"
"2233","Hieracium albiflorum"
"2234","Hieracium fendleri"
"2235","Hieracium gronovii"
"2236","Hieracium levicaule"
"2237","Hieracium scabrum"
"2238","Hieracium umbellatum"
"2239","Hieracium venosum"
"2240","Hirschfeldia incana"
"2241","Hoffmannseggia glauca"
"2242","Hoheria populnea"
"2243","Holcopasites calliopsidis"
"2244","Holcopasites heliopsis"
"2245","Holcopasites illinoiensis"
"2246","Holocarpha heermannii"
"2247","Holocarpha macradenia"
"2248","Holodiscus discolor"
"2249","Holodiscus dumosus"
"2250","Holothrix aspera"
"2251","Hoplitis pilosifrons"
"2252","Hoplitis producta"
"2253","Hoplitis truncata"
"2254","Horkelia bolanderi"
"2255","Horkelia clevelandii"
"2256","Horkelia cuneata"
"2257","Horkelia marinensis"
"2258","Hosackia gracilis"
"2259","Houstonia caerulea"
"2260","Houstonia longifolia"
"2261","Houstonia purpurea"
"2262","Houstonia wrightii"
"2263","Hugelia brauntonii"
"2264","Hugelia virgata"
"2265","Hulsea californica"
"2266","Hulsea vestita"
"2267","Hyacinthoides hispanica"
"2268","Hyacinthus orientalis"
"2269","Hyalis argentea"
"2270","Hybanthus concolor"
"2271","Hydrangea arborescens"
"2272","Hydrangea aspera"
"2273","Hydrangea macrophylla"
"2274","Hydrangea paniculata"
"2275","Hydrangea quercifolia"
"2276","Hydrocleys nymphoides"
"2277","Hydrocotyle umbellata"
"2278","Hydrolea ovata"
"2279","Hydrophyllum appendiculatum"
"2280","Hydrophyllum canadense"
"2281","Hydrophyllum tenuipes"
"2282","Hydrophyllum virginianum"
"2283","Hylaeus affinis"
"2284","Hylaeus basalis"
"2285","Hylaeus floridanus"
"2286","Hylaeus gaigei"
"2287","Hylaeus graenicheri"
"2288","Hylaeus illinoisensis"
"2289","Hylaeus leptocephalus"
"2290","Hylaeus mesillae"
"2291","Hylaeus modestus"
"2292","Hylaeus nelumbonis"
"2293","Hylaeus rudbeckiae"
"2294","Hylaeus saniculae"
"2295","Hylaeus schwarzii"
"2296","Hylaeus verticalis"
"2297","Hylotelephium spectabile"
"2298","Hylotelephium telephium"
"2299","Hymenocarpos circinnatus"
"2300","Hymenopappus filifolius"
"2301","Hymenopappus flavescens"
"2302","Hymenothrix wislizeni"
"2303","Hymenoxys cooperi"
"2304","Hymenoxys grandiflora"
"2305","Hymenoxys hoopesii"
"2306","Hypericum androsaemum"
"2307","Hypericum ascyron"
"2308","Hypericum cerastioides"
"2309","Hypericum cistifolium"
"2310","Hypericum connatum"
"2311","Hypericum cumulicola"
"2312","Hypericum densiflorum"
"2313","Hypericum edisonianum"
"2314","Hypericum fasciculatum"
"2315","Hypericum perforatum"
"2316","Hypericum prolificum"
"2317","Hypericum punctatum"
"2318","Hypericum sphaerocarpum"
"2319","Hypericum tenuifolium"
"2320","Hypericum tetrapetalum"
"2321","Hypochaeris glabra"
"2322","Hypochaeris pampasica"
"2323","Hypochaeris radicata"
"2324","Hypoxis hirsuta"
"2325","Hypoxis juncea"
"2326","Hyptis alata"
"2327","Hyptis emoryi"
"2328","Hyptis mutabilis"
"2329","Hyptis verticillata"
"2330","Hysterionica jasionoides"
"2331","Hysterionica pinifolia"
"2332","Iberis sempervirens"
"2333","Idesia polycarpa"
"2334","Ilex ambigua"
"2335","Ilex cassine"
"2336","Ilex glabra"
"2337","Ilex mucronata"
"2338","Ilex opaca"
"2339","Ilex verticillata"
"2340","Ilex vomitoria"
"2341","Impatiens capensis"
"2342","Impatiens cuspidata"
"2343","Impatiens delabathiana"
"2344","Impatiens glandulifera"
"2345","Impatiens noli-tangere"
"2346","Impatiens pallida"
"2347","Impatiens scabrida"
"2348","Impatiens sodenii"
"2349","Impatiens textorii"
"2350","Impatiens walleriana"
"2351","Imperata cylindrica"
"2352","Indigofera caroliniana"
"2353","Indigofera hirsuta"
"2354","Indigofera palmeri"
"2355","Indigofera rautanenii"
"2356","Indigofera tinctoria"
"2357","Inga edulis"
"2358","Inula helenium"
"2359","Ionactis linariifolia"
"2360","Ipomoea arborescens"
"2361","Ipomoea batatas"
"2362","Ipomoea cairica"
"2363","Ipomoea carnea"
"2364","Ipomoea cordatotriloba"
"2365","Ipomoea hederacea"
"2366","Ipomoea indica"
"2367","Ipomoea leptophylla"
"2368","Ipomoea pandurata"
"2369","Ipomoea pes-caprae"
"2370","Ipomoea purpurea"
"2371","Ipomoea sagittata"
"2372","Ipomoea tiliacea"
"2373","Ipomoea tricolor"
"2374","Ipomoea trifida"
"2375","Ipomoea violacea"
"2376","Ipomopsis aggregata"
"2377","Ipomopsis congesta"
"2378","Ipomopsis gunnisonii"
"2379","Ipomopsis pumila"
"2380","Iris douglasiana"
"2381","Iris germanica"
"2382","Iris hexagona"
"2383","Iris laevigata"
"2384","Iris missouriensis"
"2385","Iris pseudacorus"
"2386","Iris sanguinea"
"2387","Iris unguicularis"
"2388","Iris versicolor"
"2389","Iris virginica"
"2390","Irvingia smithii"
"2391","Isocoma acradenia"
"2392","Isocoma arguta"
"2393","Isocoma coronopifolia"
"2394","Isocoma drummondii"
"2395","Isocoma menziesii"
"2396","Isocoma pluriflora"
"2397","Isocoma veneta"
"2398","Isodon inflexus"
"2399","Isodon longitubus"
"2400","Isotria verticillata"
"2401","Itea parviflora"
"2402","Itea virginica"
"2403","Iva annua"
"2404","Iva xanthifolia"
"2405","Ivesia baileyi"
"2406","Ivesia rhypara"
"2407","Ixeridium dentatum"
"2408","Ixeris debilis"
"2409","Ixianthes retzioides"
"2410","Ixora coccinea"
"2411","Ixora parviflora"
"2412","Jaborosa laciniata"
"2413","Jacaranda mimosifolia"
"2414","Jacobaea analoga"
"2415","Jacobaea vulgaris"
"2416","Jamesbrittenia canescens"
"2417","Jamesia americana"
"2418","Jasione montana"
"2419","Jeffersonia diphylla"
"2420","Jepsonia parryi"
"2421","Johanneshowellia puberula"
"2422","Juglans californica"
"2423","Juniperus procera"
"2424","Jussiaea stenorraphe"
"2425","Jussiaea suffruticosa"
"2426","Justicia brandegeana"
"2427","Justicia californica"
"2428","Justicia dregei"
"2429","Justicia procumbens"
"2430","Justicia spicigera"
"2431","Kaliphora madagascariensis"
"2432","Kallstroemia grandiflora"
"2433","Kalmia angustifolia"
"2434","Kalmia polifolia"
"2435","Keckiella cordifolia"
"2436","Kerria japonica"
"2437","Kickxia elatine"
"2438","Kissenia capensis"
"2439","Knautia arvensis"
"2440","Knightia excelsa"
"2441","Koeberlinia spinosa"
"2442","Koelreuteria paniculata"
"2443","Kosteletzkya pentacarpos"
"2444","Krameria erecta"
"2445","Krigia biflora"
"2446","Krigia dandelion"
"2447","Krigia virginica"
"2448","Kuhnistera purpurea"
"2449","Kunzea muelleri"
"2450","Lablab purpureus"
"2451","Labourdonnaisia calophylloides"
"2452","Lachnanthes caroliana"
"2453","Lachnanthes caroliniana"
"2454","Lachnophyllum noeanum"
"2455","Lactuca canadensis"
"2456","Lactuca floridana"
"2457","Lactuca graminifolia"
"2458","Lactuca macrophylla"
"2459","Lactuca serriola"
"2460","Lactuca tatarica"
"2461","Lagascea rigida"
"2462","Lagerstroemia indica"
"2463","Lagerstroemia subcostata"
"2464","Lagophylla ramosissima"
"2465","Lagunaria patersonia"
"2466","Lamium album"
"2467","Lamium amplexicaule"
"2468","Lamium galeobdolon"
"2469","Lamium maculatum"
"2470","Lamium purpureum"
"2471","Lantana camara"
"2472","Lantana involucrata"
"2473","Lantana montevidensis"
"2474","Lapageria rosea"
"2475","Lappula occidentalis"
"2476","Lappula squarrosa"
"2477","Lapsana communis"
"2478","Larrea tridentata"
"2479","Lasianthera africana"
"2480","Lasiocorys capensis"
"2481","Lasioglossum abanci"
"2482","Lasioglossum acuminatum"
"2483","Lasioglossum athabascense"
"2484","Lasioglossum bruneri"
"2485","Lasioglossum cattellae"
"2486","Lasioglossum cinctipes"
"2487","Lasioglossum coreopsis"
"2488","Lasioglossum cressonii"
"2489","Lasioglossum diatretum"
"2490","Lasioglossum divergens"
"2491","Lasioglossum diversopunctatum"
"2492","Lasioglossum forbesii"
"2493","Lasioglossum foxii"
"2494","Lasioglossum impavidum"
"2495","Lasioglossum incompletum"
"2496","Lasioglossum lepidii"
"2497","Lasioglossum lustrans"
"2498","Lasioglossum megastictum"
"2499","Lasioglossum nelumbonis"
"2500","Lasioglossum nymphaearum"
"2501","Lasioglossum oblongum"
"2502","Lasioglossum oenotherae"
"2503","Lasioglossum paraforbesii"
"2504","Lasioglossum rohweri"
"2505","Lasioglossum sisymbrii"
"2506","Lasioglossum tamiamense"
"2507","Lasioglossum tegulare"
"2508","Lasioglossum titusi"
"2509","Lasioglossum versans"
"2510","Lasioglossum vierecki"
"2511","Lasioglossum zonulum"
"2512","Lasiospermum bipinnatum"
"2513","Lasthenia californica"
"2514","Lasthenia gracilis"
"2515","Lathraea clandestina"
"2516","Lathraea squamaria"
"2517","Lathyrus brachycalyx"
"2518","Lathyrus cicera"
"2519","Lathyrus clymenum"
"2520","Lathyrus eucosmus"
"2521","Lathyrus japonicus"
"2522","Lathyrus latifolius"
"2523","Lathyrus leucanthus"
"2524","Lathyrus littoralis"
"2525","Lathyrus ochroleucus"
"2526","Lathyrus odoratus"
"2527","Lathyrus polymorphus"
"2528","Lathyrus polyphyllus"
"2529","Lathyrus pratensis"
"2530","Lathyrus pubescens"
"2531","Lathyrus pusillus"
"2532","Lathyrus splendens"
"2533","Lathyrus subandinus"
"2534","Lathyrus venosus"
"2535","Lathyrus vestitus"
"2536","Lathyrus zionis"
"2537","Launaea sarmentosa"
"2538","Lavandula angustifolia"
"2539","Lavandula dentata"
"2540","Lavandula pedunculata"
"2541","Lavandula stoechas"
"2542","Lavatera arborea"
"2543","Lawsonia inermis"
"2544","Layia gaillardioides"
"2545","Layia jonesii"
"2546","Layia platyglossa"
"2547","Ledum groenlandicum"
"2548","Leea guineensis"
"2549","Leersia hexandra"
"2550","Leipoldtia schultzei"
"2551","Lenophyllum texanum"
"2552","Leonotis leonurus"
"2553","Leonotis nepetifolia"
"2554","Leontodon saxatilis"
"2555","Leonurus cardiaca"
"2556","Lepechinia calycina"
"2557","Lepidium campestre"
"2558","Lepidium crenatum"
"2559","Lepidium draba"
"2560","Lepidium fremontii"
"2561","Lepidium latifolium"
"2562","Lepidium montanum"
"2563","Lepidium papilliferum"
"2564","Lepidium perfoliatum"
"2565","Lepidium virginicum"
"2566","Leptecophylla juniperina"
"2567","Leptecophylla tameiameiae"
"2568","Leptodesmia congesta"
"2569","Leptosiphon parviflorus"
"2570","Leptosiphon pygmaeus"
"2571","Leptosiphon serrulatus"
"2572","Leptospermum laevigatum"
"2573","Leptospermum scoparium"
"2574","Leptosyne gigantea"
"2575","Lespedeza bicolor"
"2576","Lespedeza capitata"
"2577","Lespedeza cuneata"
"2578","Lespedeza frutescens"
"2579","Lespedeza procumbens"
"2580","Lespedeza violacea"
"2581","Lespedeza virginica"
"2582","Lessingia germanorum"
"2583","Lessingia nemaclada"
"2584","Leucaena leucocephala"
"2585","Leucanthemella serotina"
"2586","Leucanthemum maximum"
"2587","Leucanthemum superbum"
"2588","Leucanthemum vulgare"
"2589","Leucas pechuelii"
"2590","Leucheria landbeckii"
"2591","Leucocoryne pauciflora"
"2592","Leucocrinum montanum"
"2593","Leucophyllum frutescens"
"2594","Leucopogon fasciculatus"
"2595","Leysera gnaphalodes"
"2596","Liatris aspera"
"2597","Liatris chapmanii"
"2598","Liatris laevigata"
"2599","Liatris ohlingerae"
"2600","Liatris pilosa"
"2601","Liatris punctata"
"2602","Liatris pycnostachya"
"2603","Liatris scariosa"
"2604","Liatris spicata"
"2605","Liatris tenuifolia"
"2606","Licania michauxii"
"2607","Ligularia dentata"
"2608","Ligularia japonica"
"2609","Ligusticum porteri"
"2610","Ligustrum japonicum"
"2611","Ligustrum obtusifolium"
"2612","Ligustrum ovalifolium"
"2613","Ligustrum sinense"
"2614","Ligustrum vulgare"
"2615","Lilium canadense"
"2616","Lilium michiganense"
"2617","Lilium superbum"
"2618","Limnanthes douglasii"
"2619","Limonium carolinianum"
"2620","Limonium perezii"
"2621","Limonium platyphyllum"
"2622","Limonium sinuatum"
"2623","Limonium vulgare"
"2624","Linanthus pungens"
"2625","Linaria dalmatica"
"2626","Linaria purpurea"
"2627","Linaria vulgaris"
"2628","Lindera benzoin"
"2629","Lindernia dubia"
"2630","Linnaea borealis"
"2631","Linnaea grandiflora"
"2632","Linum aristatum"
"2633","Linum bienne"
"2634","Linum lewisii"
"2635","Linum monogynum"
"2636","Linum narbonense"
"2637","Linum perenne"
"2638","Linum rigidum"
"2639","Linum subteres"
"2640","Linum sulcatum"
"2641","Linum usitatissimum"
"2642","Liparis liliifolia"
"2643","Lippia alba"
"2644","Lippia origanoides"
"2645","Litchi chinensis"
"2646","Lithophragma affine"
"2647","Lithophragma tenella"
"2648","Lithospermum canescens"
"2649","Lithospermum ruderale"
"2650","Lithospermum virginianum"
"2651","Lithurgus gibbosus"
"2652","Loasa incurva"
"2653","Loasa pallida"
"2654","Lobelia bridgesii"
"2655","Lobelia cardinalis"
"2656","Lobelia erinus"
"2657","Lobelia fenestralis"
"2658","Lobelia inflata"
"2659","Lobelia puberula"
"2660","Lobelia siphilitica"
"2661","Lobelia spicata"
"2662","Lobostemon trichotomus"
"2663","Lobularia maritima"
"2664","Loeflingia squarrosa"
"2665","Loeselia mexicana"
"2666","Lomatium columbianum"
"2667","Lomatium dasycarpum"
"2668","Lomatium dissectum"
"2669","Lomatium insulare"
"2670","Lomatium nudicaule"
"2671","Lomatium utriculatum"
"2672","Lomelosia caucasica"
"2673","Lomelosia japonica"
"2674","Lomelosia stellata"
"2675","Lonicera canadensis"
"2676","Lonicera caprifolium"
"2677","Lonicera ciliosa"
"2678","Lonicera dioica"
"2679","Lonicera fragrantissima"
"2680","Lonicera hispidula"
"2681","Lonicera involucrata"
"2682","Lonicera japonica"
"2683","Lonicera kawakamii"
"2684","Lonicera maackii"
"2685","Lonicera morrowii"
"2686","Lonicera oblongifolia"
"2687","Lonicera periclymenum"
"2688","Lonicera reticulata"
"2689","Lonicera sempervirens"
"2690","Lonicera subspicata"
"2691","Lonicera tatarica"
"2692","Lopezia miniata"
"2693","Lorandersonia linifolia"
"2694","Lotononis bainesii"
"2695","Lotononis hirsuta"
"2696","Lotononis lotononoides"
"2697","Lotus corniculatus"
"2698","Lotus glaber"
"2699","Lotus pedunculatus"
"2700","Lotus plebeius"
"2701","Loudetia simplex"
"2702","Ludwigia alternifolia"
"2703","Ludwigia decurrens"
"2704","Ludwigia elegans"
"2705","Ludwigia grandiflora"
"2706","Ludwigia hirtella"
"2707","Ludwigia leptocarpa"
"2708","Ludwigia octovalvis"
"2709","Ludwigia peploides"
"2710","Ludwigia peruviana"
"2711","Ludwigia polycarpa"
"2712","Luma apiculata"
"2713","Lunaria annua"
"2714","Lupinus albifrons"
"2715","Lupinus albus"
"2716","Lupinus angustifolius"
"2717","Lupinus arboreus"
"2718","Lupinus argenteus"
"2719","Lupinus bicolor"
"2720","Lupinus brevicaulis"
"2721","Lupinus breweri"
"2722","Lupinus chamissonis"
"2723","Lupinus concinnus"
"2724","Lupinus diffusus"
"2725","Lupinus duranii"
"2726","Lupinus elatus"
"2727","Lupinus guadalupensis"
"2728","Lupinus latifolius"
"2729","Lupinus leucophyllus"
"2730","Lupinus microcarpus"
"2731","Lupinus monticola"
"2732","Lupinus nanus"
"2733","Lupinus nootkatensis"
"2734","Lupinus perennis"
"2735","Lupinus pilosus"
"2736","Lupinus polyphyllus"
"2737","Lupinus pusillus"
"2738","Lupinus succulentus"
"2739","Lupinus texensis"
"2740","Lupinus villosus"
"2741","Luzuriaga polyphylla"
"2742","Luzuriaga radicans"
"2743","Lychnis flos-cuculi"
"2744","Lycium pallidum"
"2745","Lycopus americanus"
"2746","Lycopus europaeus"
"2747","Lycopus virginicus"
"2748","Lycoris radiata"
"2749","Lygodesmia aphylla"
"2750","Lygodesmia grandiflora"
"2751","Lygodesmia juncea"
"2752","Lyonia ferruginea"
"2753","Lyonia fruticosa"
"2754","Lyonia lucida"
"2755","Lyonia ovalifolia"
"2756","Lyonothamnus floribundus"
"2757","Lysimachia ciliata"
"2758","Lysimachia clethroides"
"2759","Lysimachia lanceolata"
"2760","Lysimachia punctata"
"2761","Lysimachia quadriflora"
"2762","Lysimachia quadrifolia"
"2763","Lysimachia vulgaris"
"2764","Lythrum alatum"
"2765","Lythrum californicum"
"2766","Lythrum hyssopifolia"
"2767","Lythrum salicaria"
"2768","Macadamia integrifolia"
"2769","Macairea pachyphylla"
"2770","Macairea parvifolia"
"2771","Machaeranthera canescens"
"2772","Machaeranthera pinnatifida"
"2773","Machaeranthera tagetina"
"2774","Machaeranthera tanacetifolia"
"2775","Macleaya cordata"
"2776","Maclura tinctoria"
"2777","Macraea laricifolia"
"2778","Macropis europaea"
"2779","Macropis nuda"
"2780","Macropis steironematis"
"2781","Macroptilium atropurpureum"
"2782","Madia elegans"
"2783","Madia exigua"
"2784","Madia sativa"
"2785","Maerua gilgii"
"2786","Maesa indica"
"2787","Magnolia grandiflora"
"2788","Magnolia tripetala"
"2789","Magnolia virginiana"
"2790","Mahonia japonica"
"2791","Maianthemum canadense"
"2792","Maianthemum racemosum"
"2793","Maianthemum stellatum"
"2794","Malacothamnus clementinus"
"2795","Malacothamnus densiflorus"
"2796","Malacothamnus fasciculatus"
"2797","Malacothamnus fremontii"
"2798","Malacothamnus jonesii"
"2799","Malacothrix floccifera"
"2800","Malacothrix glabrata"
"2801","Malacothrix incana"
