"","x"
"1022","Physalis philadelphica"
"1023","Solanum americanum"
"1024","Solanum cheesmaniae"
"1025","Solanum clokeyi"
"1026","Solanum douglasii"
"1027","Solanum elaeagnifolium"
"1028","Solanum pimpinellifolium"
"1029","Solanum umbelliferum"
"1030","Solanum xanti"
"1031","Bloomeria"
"1032","Typha"
"1033","Typha angustifolia"
"1034","Typha domingensis"
"1035","Typha latifolia"
"1036","Ulmus minor"
"1037","Ulmus procera"
"1038","Ulmus thomasii"
"1039","Hesperocnide tenella"
"1040","Parietaria"
"1041","Parietaria floridana"
"1042","Parietaria hespera"
"1043","Urtica dioica"
"1044","Urtica gracilis"
"1045","Urtica holosericea"
"1046","Urtica urens"
"1047","Lippia nodiflora"
"1048","Verbena"
"1049","Verbena robusta"
"1050","Viola pedunculata"
"1051","Vitis"
"1052","Vitis vinifera"
"1053","Phyllospadix torreyi"
"1054","Phyllospadix"
"1055","Phyllospadix scouleri"
"1056","Zostera"
"1057","Zostera marina"
"1058","Zostera pacifica"
